"Cluster","CO_ID","CI01","CI02","CI06","CI07","CI08","CO_E01","CO_E02","CO_E03","CO_E04","CO_E05","CO_E06","CO_E07","Basicweight"
164,139,3,3,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,0,,,,27.1421528455285
164,139,3,3,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,0,,,,27.1421528455285
164,139,3,3,1,1,1,16,"Aho abantu babonera Internet",1,,2008,1,1,27.1421528455285
164,139,3,3,1,1,1,15,"Ibiro by!iposita",0,1,,,,27.1421528455285
164,139,3,3,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",0,0,,,,27.1421528455285
164,139,3,3,1,1,1,11,"Amakusanyirizo y!amata",0,5,,,,27.1421528455285
164,139,3,3,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,5,,,,27.1421528455285
164,139,3,3,1,1,1,1,"Ibigo by!amashuri y!incuke",1,,2019,1,1,27.1421528455285
164,139,3,3,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,3,,,,27.1421528455285
164,139,3,3,1,1,1,14,"Poste ya polisi",0,0,,,,27.1421528455285
164,139,3,3,1,1,1,9,"Ibitaro",0,2,,,,27.1421528455285
164,139,3,3,1,1,1,2,"Ibigo by!amashuri yibanza",1,,2009,1,1,27.1421528455285
164,139,3,3,1,1,1,12,"Amashami ya Banki",0,1,,,,27.1421528455285
164,139,3,3,1,1,1,8,"Poste de sante cg Farumasi",0,0,,,,27.1421528455285
164,139,3,3,1,1,1,10,"Amasoko",0,0,,,,27.1421528455285
164,139,3,3,1,1,1,3,"Ibigo by!amashuri yisumbuye",0,1,,,,27.1421528455285
164,139,3,3,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,2,,,,27.1421528455285
164,139,3,3,1,1,1,6,"Amavuriro y!igenga",0,0,,,,27.1421528455285
164,139,3,3,1,1,1,13,"Ibigo by!imari iciriritse",0,0,,,,27.1421528455285
164,139,3,3,1,1,1,20,"Aho basharija/bakora telefoni",2,,2006,1,1,27.1421528455285
164,139,3,3,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,0,,,,27.1421528455285
164,139,3,3,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,0,,,,27.1421528455285
164,139,3,3,1,1,1,5,"Aho bategera Bus",2,,2015,1,1,27.1421528455285
165,140,3,3,1,1,1,1,"Ibigo by!amashuri y!incuke",1,,2021,1,1,30.559265408805
165,140,3,3,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,0,,,,30.559265408805
165,140,3,3,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,0,,,,30.559265408805
165,140,3,3,1,1,1,20,"Aho basharija/bakora telefoni",0,0,,,,30.559265408805
165,140,3,3,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,2,,,,30.559265408805
165,140,3,3,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,5,,,,30.559265408805
165,140,3,3,1,1,1,6,"Amavuriro y!igenga",0,1,,,,30.559265408805
165,140,3,3,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,3,,,,30.559265408805
165,140,3,3,1,1,1,3,"Ibigo by!amashuri yisumbuye",1,,2021,1,1,30.559265408805
165,140,3,3,1,1,1,9,"Ibitaro",0,3,,,,30.559265408805
165,140,3,3,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,6,,,,30.559265408805
165,140,3,3,1,1,1,12,"Amashami ya Banki",0,0,,,,30.559265408805
165,140,3,3,1,1,1,16,"Aho abantu babonera Internet",0,1,,,,30.559265408805
165,140,3,3,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,6,,,,30.559265408805
165,140,3,3,1,1,1,2,"Ibigo by!amashuri yibanza",1,,2021,1,1,30.559265408805
165,140,3,3,1,1,1,15,"Ibiro by!iposita",0,3,,,,30.559265408805
165,140,3,3,1,1,1,14,"Poste ya polisi",0,2,,,,30.559265408805
165,140,3,3,1,1,1,13,"Ibigo by!imari iciriritse",0,0,,,,30.559265408805
165,140,3,3,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",1,,2014,1,1,30.559265408805
165,140,3,3,1,1,1,10,"Amasoko",0,0,,,,30.559265408805
165,140,3,3,1,1,1,8,"Poste de sante cg Farumasi",1,,2021,1,1,30.559265408805
165,140,3,3,1,1,1,5,"Aho bategera Bus",0,1,,,,30.559265408805
165,140,3,3,1,1,1,11,"Amakusanyirizo y!amata",0,2,,,,30.559265408805
166,141,3,3,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,6,,,,12.4060407960199
166,141,3,3,1,1,1,2,"Ibigo by!amashuri yibanza",0,0,,,,12.4060407960199
166,141,3,3,1,1,1,5,"Aho bategera Bus",0,0,,,,12.4060407960199
166,141,3,3,1,1,1,16,"Aho abantu babonera Internet",0,3,,,,12.4060407960199
166,141,3,3,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,0,,,,12.4060407960199
166,141,3,3,1,1,1,11,"Amakusanyirizo y!amata",0,2,,,,12.4060407960199
166,141,3,3,1,1,1,20,"Aho basharija/bakora telefoni",0,0,,,,12.4060407960199
166,141,3,3,1,1,1,10,"Amasoko",0,1,,,,12.4060407960199
166,141,3,3,1,1,1,1,"Ibigo by!amashuri y!incuke",0,0,,,,12.4060407960199
166,141,3,3,1,1,1,14,"Poste ya polisi",0,3,,,,12.4060407960199
166,141,3,3,1,1,1,12,"Amashami ya Banki",0,3,,,,12.4060407960199
166,141,3,3,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,0,,,,12.4060407960199
166,141,3,3,1,1,1,8,"Poste de sante cg Farumasi",0,0,,,,12.4060407960199
166,141,3,3,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,6,,,,12.4060407960199
166,141,3,3,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,5,,,,12.4060407960199
166,141,3,3,1,1,1,13,"Ibigo by!imari iciriritse",0,3,,,,12.4060407960199
166,141,3,3,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",1,,2002,1,1,12.4060407960199
166,141,3,3,1,1,1,6,"Amavuriro y!igenga",0,1,,,,12.4060407960199
166,141,3,3,1,1,1,3,"Ibigo by!amashuri yisumbuye",0,1,,,,12.4060407960199
166,141,3,3,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,2,,,,12.4060407960199
166,141,3,3,1,1,1,9,"Ibitaro",0,5,,,,12.4060407960199
166,141,3,3,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,3,,,,12.4060407960199
166,141,3,3,1,1,1,15,"Ibiro by!iposita",0,5,,,,12.4060407960199
167,142,3,3,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,5,,,,121.961137254902
167,142,3,3,2,1,1,15,"Ibiro by!iposita",0,20,,,,121.961137254902
167,142,3,3,2,1,1,20,"Aho basharija/bakora telefoni",0,8,,,,121.961137254902
167,142,3,3,2,1,1,9,"Ibitaro",0,20,,,,121.961137254902
167,142,3,3,2,1,1,6,"Amavuriro y!igenga",0,8,,,,121.961137254902
167,142,3,3,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,20,,,,121.961137254902
167,142,3,3,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,9,,,,121.961137254902
167,142,3,3,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",0,0,,,,121.961137254902
167,142,3,3,2,1,1,2,"Ibigo by!amashuri yibanza",0,1,,,,121.961137254902
167,142,3,3,2,1,1,5,"Aho bategera Bus",0,8,,,,121.961137254902
167,142,3,3,2,1,1,14,"Poste ya polisi",0,8,,,,121.961137254902
167,142,3,3,2,1,1,8,"Poste de sante cg Farumasi",0,1,,,,121.961137254902
167,142,3,3,2,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,1,,,,121.961137254902
167,142,3,3,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,8,,,,121.961137254902
167,142,3,3,2,1,1,16,"Aho abantu babonera Internet",0,8,,,,121.961137254902
167,142,3,3,2,1,1,13,"Ibigo by!imari iciriritse",0,8,,,,121.961137254902
167,142,3,3,2,1,1,12,"Amashami ya Banki",0,8,,,,121.961137254902
167,142,3,3,2,1,1,3,"Ibigo by!amashuri yisumbuye",0,5,,,,121.961137254902
167,142,3,3,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,20,,,,121.961137254902
167,142,3,3,2,1,1,10,"Amasoko",0,8,,,,121.961137254902
167,142,3,3,2,1,1,1,"Ibigo by!amashuri y!incuke",0,1,,,,121.961137254902
167,142,3,3,2,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,20,,,,121.961137254902
167,142,3,3,2,1,1,11,"Amakusanyirizo y!amata",0,8,,,,121.961137254902
168,143,3,3,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,1,,,,7.21586578366446
168,143,3,3,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,1,,,,7.21586578366446
168,143,3,3,1,1,1,8,"Poste de sante cg Farumasi",0,0,,,,7.21586578366446
168,143,3,3,1,1,1,14,"Poste ya polisi",0,1,,,,7.21586578366446
168,143,3,3,1,1,1,20,"Aho basharija/bakora telefoni",0,1,,,,7.21586578366446
168,143,3,3,1,1,1,12,"Amashami ya Banki",0,1,,,,7.21586578366446
168,143,3,3,1,1,1,11,"Amakusanyirizo y!amata",1,,2019,1,1,7.21586578366446
168,143,3,3,1,1,1,2,"Ibigo by!amashuri yibanza",1,,1955,1,1,7.21586578366446
168,143,3,3,1,1,1,9,"Ibitaro",0,0,,,,7.21586578366446
168,143,3,3,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,0,,,,7.21586578366446
168,143,3,3,1,1,1,10,"Amasoko",0,1,,,,7.21586578366446
168,143,3,3,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,1,,,,7.21586578366446
168,143,3,3,1,1,1,15,"Ibiro by!iposita",0,12,,,,7.21586578366446
168,143,3,3,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,1,,,,7.21586578366446
168,143,3,3,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",2,,2010,1,1,7.21586578366446
168,143,3,3,1,1,1,6,"Amavuriro y!igenga",1,,2019,1,1,7.21586578366446
168,143,3,3,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,0,,,,7.21586578366446
168,143,3,3,1,1,1,13,"Ibigo by!imari iciriritse",0,1,,,,7.21586578366446
168,143,3,3,1,1,1,16,"Aho abantu babonera Internet",0,1,,,,7.21586578366446
168,143,3,3,1,1,1,3,"Ibigo by!amashuri yisumbuye",1,,2013,1,1,7.21586578366446
168,143,3,3,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,3,,,,7.21586578366446
168,143,3,3,1,1,1,1,"Ibigo by!amashuri y!incuke",4,,2011,1,1,7.21586578366446
168,143,3,3,1,1,1,5,"Aho bategera Bus",2,,2010,1,1,7.21586578366446
169,144,3,3,1,1,1,5,"Aho bategera Bus",0,1,,,,22.0445028571429
169,144,3,3,1,1,1,3,"Ibigo by!amashuri yisumbuye",0,3,,,,22.0445028571429
169,144,3,3,1,1,1,14,"Poste ya polisi",0,3,,,,22.0445028571429
169,144,3,3,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,6,,,,22.0445028571429
169,144,3,3,1,1,1,10,"Amasoko",0,11,,,,22.0445028571429
169,144,3,3,1,1,1,12,"Amashami ya Banki",0,6,,,,22.0445028571429
169,144,3,3,1,1,1,16,"Aho abantu babonera Internet",0,3,,,,22.0445028571429
169,144,3,3,1,1,1,15,"Ibiro by!iposita",0,11,,,,22.0445028571429
169,144,3,3,1,1,1,20,"Aho basharija/bakora telefoni",0,12,,,,22.0445028571429
169,144,3,3,1,1,1,13,"Ibigo by!imari iciriritse",0,5,,,,22.0445028571429
169,144,3,3,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,12,,,,22.0445028571429
169,144,3,3,1,1,1,9,"Ibitaro",0,10,,,,22.0445028571429
169,144,3,3,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",0,12,,,,22.0445028571429
169,144,3,3,1,1,1,2,"Ibigo by!amashuri yibanza",0,1,,,,22.0445028571429
169,144,3,3,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,8,,,,22.0445028571429
169,144,3,3,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,12,,,,22.0445028571429
169,144,3,3,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,11,,,,22.0445028571429
169,144,3,3,1,1,1,1,"Ibigo by!amashuri y!incuke",0,1,,,,22.0445028571429
169,144,3,3,1,1,1,8,"Poste de sante cg Farumasi",0,2,,,,22.0445028571429
169,144,3,3,1,1,1,11,"Amakusanyirizo y!amata",0,15,,,,22.0445028571429
169,144,3,3,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,12,,,,22.0445028571429
169,144,3,3,1,1,1,6,"Amavuriro y!igenga",0,6,,,,22.0445028571429
169,144,3,3,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,12,,,,22.0445028571429
170,145,3,3,2,1,1,5,"Aho bategera Bus",0,6,,,,137.508
170,145,3,3,2,1,1,9,"Ibitaro",0,18,,,,137.508
170,145,3,3,2,1,1,2,"Ibigo by!amashuri yibanza",0,0,,,,137.508
170,145,3,3,2,1,1,8,"Poste de sante cg Farumasi",0,0,,,,137.508
170,145,3,3,2,1,1,11,"Amakusanyirizo y!amata",0,0,,,,137.508
170,145,3,3,2,1,1,6,"Amavuriro y!igenga",0,7,,,,137.508
170,145,3,3,2,1,1,15,"Ibiro by!iposita",0,19,,,,137.508
170,145,3,3,2,1,1,1,"Ibigo by!amashuri y!incuke",0,6,,,,137.508
170,145,3,3,2,1,1,16,"Aho abantu babonera Internet",0,7,,,,137.508
170,145,3,3,2,1,1,10,"Amasoko",0,7,,,,137.508
170,145,3,3,2,1,1,14,"Poste ya polisi",0,7,,,,137.508
170,145,3,3,2,1,1,3,"Ibigo by!amashuri yisumbuye",0,1,,,,137.508
170,145,3,3,2,1,1,13,"Ibigo by!imari iciriritse",0,7,,,,137.508
170,145,3,3,2,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,10,,,,137.508
170,145,3,3,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,6,,,,137.508
170,145,3,3,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,9,,,,137.508
170,145,3,3,2,1,1,12,"Amashami ya Banki",0,7,,,,137.508
170,145,3,3,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",0,0,,,,137.508
170,145,3,3,2,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,7,,,,137.508
170,145,3,3,2,1,1,20,"Aho basharija/bakora telefoni",0,6,,,,137.508
170,145,3,3,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,20,,,,137.508
170,145,3,3,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,3,,,,137.508
170,145,3,3,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,2,,,,137.508
171,146,3,3,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,0,,,,16.8267534626039
171,146,3,3,1,1,1,13,"Ibigo by!imari iciriritse",0,2,,,,16.8267534626039
171,146,3,3,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,8,,,,16.8267534626039
171,146,3,3,1,1,1,9,"Ibitaro",0,7,,,,16.8267534626039
171,146,3,3,1,1,1,5,"Aho bategera Bus",1,,2009,1,1,16.8267534626039
171,146,3,3,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,2,,,,16.8267534626039
171,146,3,3,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",1,,1990,1,1,16.8267534626039
171,146,3,3,1,1,1,2,"Ibigo by!amashuri yibanza",0,0,,,,16.8267534626039
171,146,3,3,1,1,1,3,"Ibigo by!amashuri yisumbuye",0,0,,,,16.8267534626039
171,146,3,3,1,1,1,12,"Amashami ya Banki",0,2,,,,16.8267534626039
171,146,3,3,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,5,,,,16.8267534626039
171,146,3,3,1,1,1,10,"Amasoko",0,2,,,,16.8267534626039
171,146,3,3,1,1,1,15,"Ibiro by!iposita",0,1,,,,16.8267534626039
171,146,3,3,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,0,,,,16.8267534626039
171,146,3,3,1,1,1,14,"Poste ya polisi",0,2,,,,16.8267534626039
171,146,3,3,1,1,1,11,"Amakusanyirizo y!amata",0,2,,,,16.8267534626039
171,146,3,3,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,5,,,,16.8267534626039
171,146,3,3,1,1,1,8,"Poste de sante cg Farumasi",1,,2021,1,1,16.8267534626039
171,146,3,3,1,1,1,16,"Aho abantu babonera Internet",0,3,,,,16.8267534626039
171,146,3,3,1,1,1,6,"Amavuriro y!igenga",0,0,,,,16.8267534626039
171,146,3,3,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,5,,,,16.8267534626039
171,146,3,3,1,1,1,1,"Ibigo by!amashuri y!incuke",3,,2017,1,1,16.8267534626039
171,146,3,3,1,1,1,20,"Aho basharija/bakora telefoni",0,2,,,,16.8267534626039
172,147,3,3,1,1,1,5,"Aho bategera Bus",0,2,,,,8.8548862745098
172,147,3,3,1,1,1,15,"Ibiro by!iposita",0,3,,,,8.8548862745098
172,147,3,3,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,6,,,,8.8548862745098
172,147,3,3,1,1,1,8,"Poste de sante cg Farumasi",0,0,,,,8.8548862745098
172,147,3,3,1,1,1,13,"Ibigo by!imari iciriritse",0,3,,,,8.8548862745098
172,147,3,3,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,6,,,,8.8548862745098
172,147,3,3,1,1,1,3,"Ibigo by!amashuri yisumbuye",0,0,,,,8.8548862745098
172,147,3,3,1,1,1,14,"Poste ya polisi",0,1,,,,8.8548862745098
172,147,3,3,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",7,,1972,1,1,8.8548862745098
172,147,3,3,1,1,1,9,"Ibitaro",0,3,,,,8.8548862745098
172,147,3,3,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",1,,2013,1,1,8.8548862745098
172,147,3,3,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,7,,,,8.8548862745098
172,147,3,3,1,1,1,1,"Ibigo by!amashuri y!incuke",1,,2016,1,1,8.8548862745098
172,147,3,3,1,1,1,2,"Ibigo by!amashuri yibanza",1,,2019,1,1,8.8548862745098
172,147,3,3,1,1,1,10,"Amasoko",0,0,,,,8.8548862745098
172,147,3,3,1,1,1,6,"Amavuriro y!igenga",0,2,,,,8.8548862745098
172,147,3,3,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,6,,,,8.8548862745098
172,147,3,3,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,0,,,,8.8548862745098
172,147,3,3,1,1,1,11,"Amakusanyirizo y!amata",0,6,,,,8.8548862745098
172,147,3,3,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,2,,,,8.8548862745098
172,147,3,3,1,1,1,20,"Aho basharija/bakora telefoni",0,0,,,,8.8548862745098
172,147,3,3,1,1,1,16,"Aho abantu babonera Internet",0,1,,,,8.8548862745098
172,147,3,3,1,1,1,12,"Amashami ya Banki",0,2,,,,8.8548862745098
173,148,3,3,1,1,1,13,"Ibigo by!imari iciriritse",0,1,,,,7.74793
173,148,3,3,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,1,,,,7.74793
173,148,3,3,1,1,1,15,"Ibiro by!iposita",0,3,,,,7.74793
173,148,3,3,1,1,1,10,"Amasoko",1,,2016,1,1,7.74793
173,148,3,3,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,0,,,,7.74793
173,148,3,3,1,1,1,14,"Poste ya polisi",0,0,,,,7.74793
173,148,3,3,1,1,1,16,"Aho abantu babonera Internet",0,0,,,,7.74793
173,148,3,3,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,2,,,,7.74793
173,148,3,3,1,1,1,2,"Ibigo by!amashuri yibanza",2,,1960,1,1,7.74793
173,148,3,3,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,0,,,,7.74793
173,148,3,3,1,1,1,3,"Ibigo by!amashuri yisumbuye",1,,2012,1,1,7.74793
173,148,3,3,1,1,1,11,"Amakusanyirizo y!amata",0,0,,,,7.74793
173,148,3,3,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,5,,,,7.74793
173,148,3,3,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,2,,,,7.74793
173,148,3,3,1,1,1,20,"Aho basharija/bakora telefoni",20,,2009,1,1,7.74793
173,148,3,3,1,1,1,8,"Poste de sante cg Farumasi",1,,2021,1,1,7.74793
173,148,3,3,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,3,,,,7.74793
173,148,3,3,1,1,1,6,"Amavuriro y!igenga",0,0,,,,7.74793
173,148,3,3,1,1,1,5,"Aho bategera Bus",0,2,,,,7.74793
173,148,3,3,1,1,1,1,"Ibigo by!amashuri y!incuke",1,,1980,1,1,7.74793
173,148,3,3,1,1,1,9,"Ibitaro",0,3,,,,7.74793
173,148,3,3,1,1,1,12,"Amashami ya Banki",0,3,,,,7.74793
173,148,3,3,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",1,,2004,3,,7.74793
174,149,3,3,1,1,1,20,"Aho basharija/bakora telefoni",0,2,,,,11.7204483568075
174,149,3,3,1,1,1,5,"Aho bategera Bus",2,,888,3,,11.7204483568075
174,149,3,3,1,1,1,12,"Amashami ya Banki",0,2,,,,11.7204483568075
174,149,3,3,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,0,,,,11.7204483568075
174,149,3,3,1,1,1,13,"Ibigo by!imari iciriritse",0,2,,,,11.7204483568075
174,149,3,3,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,4,,,,11.7204483568075
174,149,3,3,1,1,1,3,"Ibigo by!amashuri yisumbuye",1,,2021,1,1,11.7204483568075
174,149,3,3,1,1,1,16,"Aho abantu babonera Internet",0,0,,,,11.7204483568075
174,149,3,3,1,1,1,15,"Ibiro by!iposita",0,0,,,,11.7204483568075
174,149,3,3,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,0,,,,11.7204483568075
174,149,3,3,1,1,1,1,"Ibigo by!amashuri y!incuke",3,,2015,1,1,11.7204483568075
174,149,3,3,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",3,,888,1,1,11.7204483568075
174,149,3,3,1,1,1,6,"Amavuriro y!igenga",0,1,,,,11.7204483568075
174,149,3,3,1,1,1,2,"Ibigo by!amashuri yibanza",1,,2015,1,1,11.7204483568075
174,149,3,3,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,2,,,,11.7204483568075
174,149,3,3,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,0,,,,11.7204483568075
174,149,3,3,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,12,,,,11.7204483568075
174,149,3,3,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",1,,2020,3,,11.7204483568075
174,149,3,3,1,1,1,14,"Poste ya polisi",0,2,,,,11.7204483568075
174,149,3,3,1,1,1,9,"Ibitaro",0,12,,,,11.7204483568075
174,149,3,3,1,1,1,8,"Poste de sante cg Farumasi",1,,2020,1,1,11.7204483568075
174,149,3,3,1,1,1,10,"Amasoko",0,2,,,,11.7204483568075
174,149,3,3,1,1,1,11,"Amakusanyirizo y!amata",0,2,,,,11.7204483568075
175,150,3,3,1,1,8,19,"Grain/saw/oil mill",0,88,,,,13.050107253886
175,150,3,3,1,1,8,8,"Dispensary or pharmacy",0,4,,,,13.050107253886
175,150,3,3,1,1,8,9,"Hospital",0,9,,,,13.050107253886
175,150,3,3,1,1,8,17,"Non-MFI NGOs",0,10,,,,13.050107253886
175,150,3,3,1,1,8,20,"Mobile phone charging/repairing service",0,0,,,,13.050107253886
175,150,3,3,1,1,8,12,"Bank branch",10,,888,1,1,13.050107253886
175,150,3,3,1,1,8,4,"TVET (technical vocational training institution)",0,7,,,,13.050107253886
175,150,3,3,1,1,8,18,"Agriculture extension office",0,88,,,,13.050107253886
175,150,3,3,1,1,8,6,"Private clinic",0,7,,,,13.050107253886
175,150,3,3,1,1,8,16,"Internet caf!",0,0,,,,13.050107253886
175,150,3,3,1,1,8,14,"Police station",0,5,,,,13.050107253886
175,150,3,3,1,1,8,22,"Temple/Monastery/Church/Mosque",0,10,,,,13.050107253886
175,150,3,3,1,1,8,13,"Microfinance Institutions (MFIs)",0,10,,,,13.050107253886
175,150,3,3,1,1,8,11,"Milk collection center",0,8,,,,13.050107253886
175,150,3,3,1,1,8,15,"Post office",0,88,,,,13.050107253886
175,150,3,3,1,1,8,7,"Government clinic/Public Health Center",0,4,,,,13.050107253886
175,150,3,3,1,1,8,5,"Bus stop",0,1,,,,13.050107253886
175,150,3,3,1,1,8,3,"Secondary school/high school",0,7,,,,13.050107253886
175,150,3,3,1,1,8,10,"Market",0,10,,,,13.050107253886
175,150,3,3,1,1,8,21,"Electric Water pump",0,0,,,,13.050107253886
175,150,3,3,1,1,8,1,"Pre-primary school / Kindergarten",0,5,,,,13.050107253886
175,150,3,3,1,1,8,2,"Primary school",0,3,,,,13.050107253886
175,150,3,3,1,1,8,23,"National Electricity Utility Office",0,10,,,,13.050107253886
176,151,3,4,1,1,1,1,"Ibigo by!amashuri y!incuke",1,,2021,1,1,25.1660547945205
176,151,3,4,1,1,1,15,"Ibiro by!iposita",0,6,,,,25.1660547945205
176,151,3,4,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,12,,,,25.1660547945205
176,151,3,4,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,8,,,,25.1660547945205
176,151,3,4,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,10,,,,25.1660547945205
176,151,3,4,1,1,1,13,"Ibigo by!imari iciriritse",0,2,,,,25.1660547945205
176,151,3,4,1,1,1,2,"Ibigo by!amashuri yibanza",1,,1998,1,1,25.1660547945205
176,151,3,4,1,1,1,11,"Amakusanyirizo y!amata",0,0,,,,25.1660547945205
176,151,3,4,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",2,,2015,3,,25.1660547945205
176,151,3,4,1,1,1,9,"Ibitaro",0,10,,,,25.1660547945205
176,151,3,4,1,1,1,16,"Aho abantu babonera Internet",0,2,,,,25.1660547945205
176,151,3,4,1,1,1,5,"Aho bategera Bus",5,,1975,1,1,25.1660547945205
176,151,3,4,1,1,1,12,"Amashami ya Banki",0,2,,,,25.1660547945205
176,151,3,4,1,1,1,10,"Amasoko",0,2,,,,25.1660547945205
176,151,3,4,1,1,1,20,"Aho basharija/bakora telefoni",0,1,,,,25.1660547945205
176,151,3,4,1,1,1,6,"Amavuriro y!igenga",0,2,,,,25.1660547945205
